발생월,발생일,사고유형대분류,사고유형중분류,사고유형,사고건수,사망자수,중상자수,경상자수,부상신고자수
6,12,차대차,추돌,추돌,80,1,18,121,3
6,12,차대차,기타,기타,114,2,33,108,13
6,12,차량단독,전도,전도,5,1,2,3,0
6,12,차량단독,전복,전복,1,0,1,0,0
6,12,차량단독,공작물충돌,공작물충돌,10,4,1,4,1
6,12,차량단독,도로이탈,도로이탈 추락,2,0,0,1,1
6,12,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
6,12,차량단독,기타,기타,10,0,1,5,4
6,13,차대사람,횡단중,횡단중,17,0,8,10,0
6,13,차대사람,차도통행중,차도통행중,3,0,3,0,0
6,13,차대사람,보도통행중,보도통행중,3,0,2,2,0
6,13,차대사람,기타,기타,37,0,14,24,2
6,13,차대차,정면충돌,정면충돌,18,0,10,15,3
6,13,차대차,측면충돌,측면충돌,164,0,58,191,8
6,13,차대차,후진중충돌,후진중충돌,7,0,1,6,0
6,13,차대차,추돌,추돌,61,0,14,90,3
6,13,차대차,기타,기타,119,0,14,160,10
6,13,차량단독,전도,전도,5,0,3,2,1
6,13,차량단독,전복,전복,1,0,0,0,1
6,13,차량단독,공작물충돌,공작물충돌,6,0,6,3,4
6,13,차량단독,도로이탈,도로이탈 추락,2,0,1,1,0
6,13,차량단독,기타,기타,6,1,3,1,1
6,14,차대사람,횡단중,횡단중,35,2,16,17,0
6,14,차대사람,차도통행중,차도통행중,13,0,3,9,1
6,14,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,0,5,1
6,14,차대사람,보도통행중,보도통행중,7,0,2,5,0
6,14,차대사람,기타,기타,37,0,14,22,2
6,14,차대차,정면충돌,정면충돌,22,1,10,20,2
6,14,차대차,측면충돌,측면충돌,200,0,56,193,15
6,14,차대차,후진중충돌,후진중충돌,9,0,2,10,0
6,14,차대차,추돌,추돌,71,0,16,99,4
6,14,차대차,기타,기타,138,1,30,135,11
6,14,차량단독,전도,전도,3,1,1,1,0
6,14,차량단독,전복,전복,2,1,3,1,0
6,14,차량단독,공작물충돌,공작물충돌,15,4,7,4,2
6,14,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
6,14,차량단독,기타,기타,18,1,6,13,2
6,15,차대사람,횡단중,횡단중,29,0,17,12,0
6,15,차대사람,차도통행중,차도통행중,10,0,4,6,3
6,15,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,2,5,0
6,15,차대사람,보도통행중,보도통행중,6,0,3,3,0
6,15,차대사람,기타,기타,46,0,16,29,6
6,15,차대차,정면충돌,정면충돌,19,0,3,22,3
6,15,차대차,측면충돌,측면충돌,217,0,58,250,19
6,15,차대차,후진중충돌,후진중충돌,10,0,1,11,0
6,15,차대차,추돌,추돌,73,1,17,89,6
6,15,차대차,기타,기타,137,0,39,132,11
6,15,차량단독,전도,전도,1,0,0,1,0
6,15,차량단독,공작물충돌,공작물충돌,7,0,2,8,2
6,15,차량단독,기타,기타,12,0,4,7,1
6,16,차대사람,횡단중,횡단중,36,0,18,18,3
6,16,차대사람,차도통행중,차도통행중,9,0,5,4,0
6,16,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,3,4,0
6,16,차대사람,보도통행중,보도통행중,11,0,3,8,0
6,16,차대사람,기타,기타,43,1,15,24,4
6,16,차대차,정면충돌,정면충돌,22,1,10,25,2
6,16,차대차,측면충돌,측면충돌,217,3,45,275,20
6,16,차대차,후진중충돌,후진중충돌,8,0,0,9,0
6,16,차대차,추돌,추돌,108,1,22,146,1
6,16,차대차,기타,기타,131,1,33,146,27
6,16,차량단독,전도,전도,2,0,0,2,0
6,16,차량단독,전복,전복,1,1,0,0,0
6,16,차량단독,공작물충돌,공작물충돌,8,0,3,6,0
6,16,차량단독,도로이탈,도로이탈 추락,2,0,0,3,1
6,16,차량단독,기타,기타,9,0,4,5,1
6,17,차대사람,횡단중,횡단중,30,0,16,16,0
6,17,차대사람,차도통행중,차도통행중,9,0,7,2,0
6,17,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,2,5,0
6,17,차대사람,보도통행중,보도통행중,6,1,1,4,0
6,17,차대사람,기타,기타,35,0,10,25,2
6,17,차대차,정면충돌,정면충돌,12,0,4,12,0
6,17,차대차,측면충돌,측면충돌,216,1,47,254,15
6,17,차대차,후진중충돌,후진중충돌,14,0,2,13,4
6,17,차대차,추돌,추돌,81,1,22,115,6
6,17,차대차,기타,기타,115,0,24,128,13
6,17,차량단독,전도,전도,4,0,1,2,1
6,17,차량단독,공작물충돌,공작물충돌,7,2,3,9,0
6,17,차량단독,도로이탈,도로이탈 추락,1,1,1,0,0
6,17,차량단독,기타,기타,10,0,1,10,0
6,18,차대사람,횡단중,횡단중,33,0,17,12,4
6,18,차대사람,차도통행중,차도통행중,9,1,2,6,0
6,18,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,0,7,0
6,18,차대사람,보도통행중,보도통행중,3,0,0,3,0
6,18,차대사람,기타,기타,33,0,6,24,3
6,18,차대차,정면충돌,정면충돌,16,5,6,28,1
6,18,차대차,측면충돌,측면충돌,215,1,69,275,12
6,18,차대차,후진중충돌,후진중충돌,11,0,0,15,0
6,18,차대차,추돌,추돌,93,1,19,121,7
6,18,차대차,기타,기타,137,0,32,139,19
6,18,차량단독,전도,전도,1,0,1,0,0
6,18,차량단독,공작물충돌,공작물충돌,3,1,0,1,1
6,18,차량단독,기타,기타,8,0,1,7,0
6,19,차대사람,횡단중,횡단중,24,0,10,15,0
6,19,차대사람,차도통행중,차도통행중,12,0,3,11,0
6,19,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,1,4,1
6,19,차대사람,보도통행중,보도통행중,5,0,2,4,0
6,19,차대사람,기타,기타,51,0,16,34,2
6,19,차대차,정면충돌,정면충돌,25,1,17,33,0
6,19,차대차,측면충돌,측면충돌,229,0,68,287,15
6,19,차대차,후진중충돌,후진중충돌,19,0,0,27,0
6,19,차대차,추돌,추돌,83,1,18,133,11
6,19,차대차,기타,기타,139,0,40,169,9
6,19,차량단독,전도,전도,5,0,3,3,0
6,19,차량단독,전복,전복,3,0,2,1,1
6,19,차량단독,공작물충돌,공작물충돌,8,1,3,11,2
6,19,차량단독,도로이탈,도로이탈 추락,1,0,0,2,0
6,19,차량단독,도로이탈,도로이탈 기타,1,0,0,2,0
6,19,차량단독,기타,기타,14,2,4,5,4
6,20,차대사람,횡단중,횡단중,16,0,6,10,1
6,20,차대사람,차도통행중,차도통행중,5,0,2,3,0
6,20,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,2,2,0
6,20,차대사람,보도통행중,보도통행중,8,0,2,8,0
6,20,차대사람,기타,기타,34,0,7,27,2
6,20,차대차,정면충돌,정면충돌,27,2,12,32,2
6,20,차대차,측면충돌,측면충돌,172,2,52,221,15
6,20,차대차,후진중충돌,후진중충돌,6,0,1,9,0
6,20,차대차,추돌,추돌,72,1,23,89,5
6,20,차대차,기타,기타,101,1,27,124,17
6,20,차량단독,전도,전도,6,1,0,4,1
6,20,차량단독,전복,전복,1,0,1,0,0
6,20,차량단독,공작물충돌,공작물충돌,10,1,4,2,5
6,20,차량단독,도로이탈,도로이탈 추락,3,0,1,2,0
6,20,차량단독,도로이탈,도로이탈 기타,2,0,1,1,0
6,20,차량단독,기타,기타,10,1,4,7,0
6,21,차대사람,횡단중,횡단중,47,1,16,30,2
6,21,차대사람,차도통행중,차도통행중,11,2,1,9,0
6,21,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,0,3,0
6,21,차대사람,보도통행중,보도통행중,5,0,0,5,0
6,21,차대사람,기타,기타,47,1,13,33,3
6,21,차대차,정면충돌,정면충돌,31,0,8,40,1
6,21,차대차,측면충돌,측면충돌,214,1,51,253,17
6,21,차대차,후진중충돌,후진중충돌,10,0,1,16,0
6,21,차대차,추돌,추돌,98,0,22,160,4
6,21,차대차,기타,기타,149,0,27,178,8
6,21,차량단독,전도,전도,5,2,1,2,0
6,21,차량단독,공작물충돌,공작물충돌,5,0,2,6,1
6,21,차량단독,도로이탈,도로이탈 추락,2,2,0,0,0
6,21,차량단독,도로이탈,도로이탈 기타,1,0,1,1,0
6,21,차량단독,기타,기타,9,0,2,4,4
6,22,차대사람,횡단중,횡단중,36,2,20,12,2
6,22,차대사람,차도통행중,차도통행중,14,1,6,8,0
6,22,차대사람,길가장자리구역통행중,길가장자리구역통행중,5,0,2,3,0
6,22,차대사람,보도통행중,보도통행중,10,0,2,6,2
6,22,차대사람,기타,기타,48,1,14,32,4
6,22,차대차,정면충돌,정면충돌,24,2,8,21,2
6,22,차대차,측면충돌,측면충돌,203,0,59,232,14
6,22,차대차,후진중충돌,후진중충돌,11,0,1,14,0
6,22,차대차,추돌,추돌,85,2,10,136,7
6,22,차대차,기타,기타,111,1,31,130,7
6,22,차량단독,전도,전도,2,0,1,2,0
6,22,차량단독,공작물충돌,공작물충돌,6,1,8,5,0
6,22,차량단독,도로이탈,도로이탈 추락,3,1,1,1,0
6,22,차량단독,기타,기타,8,0,1,14,1
6,23,차대사람,횡단중,횡단중,37,0,17,18,2
6,23,차대사람,차도통행중,차도통행중,9,0,1,8,0
6,23,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,1,2,0
6,23,차대사람,보도통행중,보도통행중,5,0,2,4,0
6,23,차대사람,기타,기타,44,0,11,29,5
6,23,차대차,정면충돌,정면충돌,24,0,5,32,1
6,23,차대차,측면충돌,측면충돌,205,1,46,226,19
6,23,차대차,후진중충돌,후진중충돌,9,0,1,10,0
6,23,차대차,추돌,추돌,71,0,19,103,4
6,23,차대차,기타,기타,115,1,28,149,5
6,23,차량단독,공작물충돌,공작물충돌,6,0,3,3,1
6,23,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
6,23,차량단독,기타,기타,13,0,6,9,1
6,24,차대사람,횡단중,횡단중,39,1,18,23,1
6,24,차대사람,차도통행중,차도통행중,10,1,4,4,1
6,24,차대사람,길가장자리구역통행중,길가장자리구역통행중,8,0,1,6,1
6,24,차대사람,보도통행중,보도통행중,6,0,2,4,0
6,24,차대사람,기타,기타,40,0,14,24,5
6,24,차대차,정면충돌,정면충돌,25,1,11,27,0
6,24,차대차,측면충돌,측면충돌,252,1,68,276,22
6,24,차대차,후진중충돌,후진중충돌,7,0,2,6,0
6,24,차대차,추돌,추돌,88,1,24,108,8
6,24,차대차,기타,기타,136,1,31,173,10
6,24,차량단독,전도,전도,8,0,1,5,3
6,24,차량단독,전복,전복,2,1,2,0,0
6,24,차량단독,공작물충돌,공작물충돌,12,1,7,4,2
6,24,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
6,24,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
6,24,차량단독,기타,기타,15,1,5,8,1
6,25,차대사람,횡단중,횡단중,34,0,19,15,1
6,25,차대사람,차도통행중,차도통행중,12,0,7,5,0
6,25,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
6,25,차대사람,보도통행중,보도통행중,6,0,1,5,0
6,25,차대사람,기타,기타,47,0,17,29,3
6,25,차대차,정면충돌,정면충돌,25,0,16,29,1
6,25,차대차,측면충돌,측면충돌,267,4,63,286,28
6,25,차대차,후진중충돌,후진중충돌,16,0,0,17,2
6,25,차대차,추돌,추돌,95,1,20,141,15
6,25,차대차,기타,기타,149,0,39,143,15
6,25,차량단독,전도,전도,3,0,0,0,3
6,25,차량단독,공작물충돌,공작물충돌,10,2,5,2,1
6,25,차량단독,도로이탈,도로이탈 추락,2,1,1,0,0
6,25,차량단독,도로이탈,도로이탈 기타,2,1,0,1,0
6,25,차량단독,기타,기타,15,0,3,10,2
6,26,차대사람,횡단중,횡단중,22,0,9,13,0
6,26,차대사람,차도통행중,차도통행중,6,1,1,3,1
6,26,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,2,3,0
6,26,차대사람,보도통행중,보도통행중,6,0,2,4,0
6,26,차대사람,기타,기타,44,0,18,21,5
6,26,차대차,정면충돌,정면충돌,22,0,10,23,3
6,26,차대차,측면충돌,측면충돌,202,1,53,240,18
6,26,차대차,후진중충돌,후진중충돌,14,0,2,21,0
6,26,차대차,추돌,추돌,103,0,34,184,6
6,26,차대차,기타,기타,152,0,36,178,14
6,26,차량단독,전도,전도,5,0,9,3,1
6,26,차량단독,공작물충돌,공작물충돌,9,2,3,4,2
6,26,차량단독,도로이탈,도로이탈 추락,2,0,0,2,0
6,26,차량단독,기타,기타,16,1,12,5,2
6,27,차대사람,횡단중,횡단중,25,0,14,10,2
6,27,차대사람,차도통행중,차도통행중,10,1,5,4,0
6,27,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,2,2,0
6,27,차대사람,보도통행중,보도통행중,2,0,1,1,0
6,27,차대사람,기타,기타,35,2,9,24,0
6,27,차대차,정면충돌,정면충돌,25,3,18,16,2
6,27,차대차,측면충돌,측면충돌,163,0,48,198,26
6,27,차대차,후진중충돌,후진중충돌,10,0,1,15,0
6,27,차대차,추돌,추돌,75,0,21,129,6
6,27,차대차,기타,기타,107,2,32,113,10
6,27,차량단독,전도,전도,2,0,2,0,0
6,27,차량단독,공작물충돌,공작물충돌,16,2,6,9,3
6,27,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
6,27,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
6,27,차량단독,기타,기타,10,0,4,3,3
6,28,차대사람,횡단중,횡단중,49,2,30,19,0
6,28,차대사람,차도통행중,차도통행중,10,1,5,3,1
6,28,차대사람,길가장자리구역통행중,길가장자리구역통행중,9,1,1,7,0
6,28,차대사람,보도통행중,보도통행중,12,0,3,8,2
6,28,차대사람,기타,기타,30,0,7,23,2
6,28,차대차,정면충돌,정면충돌,31,0,17,46,2
6,28,차대차,측면충돌,측면충돌,228,0,64,257,14
6,28,차대차,후진중충돌,후진중충돌,8,0,1,8,0
6,28,차대차,추돌,추돌,95,0,21,126,8
6,28,차대차,기타,기타,133,2,29,145,10
6,28,차량단독,전도,전도,2,0,0,2,0
6,28,차량단독,공작물충돌,공작물충돌,10,2,10,9,2
6,28,차량단독,도로이탈,도로이탈 추락,2,0,2,1,0
6,28,차량단독,기타,기타,9,1,2,7,0
6,29,차대사람,횡단중,횡단중,44,2,18,26,1
6,29,차대사람,차도통행중,차도통행중,11,0,3,8,0
6,29,차대사람,길가장자리구역통행중,길가장자리구역통행중,10,1,3,6,0
6,29,차대사람,보도통행중,보도통행중,6,0,3,2,1
6,29,차대사람,기타,기타,41,0,12,27,4
6,29,차대차,정면충돌,정면충돌,20,0,12,21,1
6,29,차대차,측면충돌,측면충돌,247,0,66,260,20
6,29,차대차,후진중충돌,후진중충돌,8,0,1,8,2
6,29,차대차,추돌,추돌,88,2,18,131,6
6,29,차대차,기타,기타,114,0,25,134,6
6,29,차량단독,전도,전도,5,0,2,2,1
6,29,차량단독,전복,전복,1,0,1,0,0
6,29,차량단독,공작물충돌,공작물충돌,6,0,3,2,1
6,29,차량단독,도로이탈,도로이탈 추락,4,0,2,1,1
6,29,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
6,29,차량단독,기타,기타,12,0,5,7,2
6,30,차대사람,횡단중,횡단중,35,1,17,17,1
6,30,차대사람,차도통행중,차도통행중,8,0,4,3,1
6,30,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,1,2,0
6,30,차대사람,보도통행중,보도통행중,4,0,2,3,0
6,30,차대사람,기타,기타,59,2,19,34,7
6,30,차대차,정면충돌,정면충돌,26,1,17,20,1
6,30,차대차,측면충돌,측면충돌,213,1,58,248,18
6,30,차대차,후진중충돌,후진중충돌,10,0,2,11,0
6,30,차대차,추돌,추돌,73,0,21,109,1
6,30,차대차,기타,기타,152,1,35,165,12
6,30,차량단독,전도,전도,1,0,0,1,0
6,30,차량단독,전복,전복,1,0,1,0,0
6,30,차량단독,공작물충돌,공작물충돌,8,0,2,5,1
6,30,차량단독,기타,기타,15,0,6,5,4
7,1,차대사람,횡단중,횡단중,30,1,12,16,3
7,1,차대사람,차도통행중,차도통행중,9,1,3,4,1
7,1,차대사람,길가장자리구역통행중,길가장자리구역통행중,2,0,0,2,0
7,1,차대사람,보도통행중,보도통행중,6,0,1,5,0
7,1,차대사람,기타,기타,39,2,21,20,1
7,1,차대차,정면충돌,정면충돌,24,0,11,21,1
7,1,차대차,측면충돌,측면충돌,221,0,54,262,17
7,1,차대차,후진중충돌,후진중충돌,8,0,1,8,0
7,1,차대차,추돌,추돌,97,2,36,125,9
7,1,차대차,기타,기타,146,3,27,152,9
7,1,차량단독,전도,전도,5,0,1,1,3
7,1,차량단독,전복,전복,1,0,1,0,0
7,1,차량단독,공작물충돌,공작물충돌,11,0,7,7,3
7,1,차량단독,도로이탈,도로이탈 추락,2,0,0,0,2
7,1,차량단독,도로이탈,도로이탈 기타,2,0,1,1,0
7,1,차량단독,기타,기타,12,0,3,6,3
7,2,차대사람,횡단중,횡단중,49,1,25,27,1
7,2,차대사람,차도통행중,차도통행중,19,0,10,9,0
7,2,차대사람,길가장자리구역통행중,길가장자리구역통행중,10,0,5,5,0
7,2,차대사람,보도통행중,보도통행중,3,0,1,2,0
7,2,차대사람,기타,기타,44,0,15,32,4
7,2,차대차,정면충돌,정면충돌,25,1,7,19,3
7,2,차대차,측면충돌,측면충돌,240,2,56,272,22
7,2,차대차,후진중충돌,후진중충돌,13,0,0,15,1
7,2,차대차,추돌,추돌,114,1,34,179,14
7,2,차대차,기타,기타,163,0,43,178,16
7,2,차량단독,전도,전도,3,0,1,0,2
7,2,차량단독,전복,전복,1,0,1,0,0
7,2,차량단독,공작물충돌,공작물충돌,6,0,1,6,1
7,2,차량단독,도로이탈,도로이탈 추락,2,0,1,1,1
7,2,차량단독,기타,기타,14,2,5,6,2
7,3,차대사람,횡단중,횡단중,40,2,18,22,0
7,3,차대사람,차도통행중,차도통행중,6,0,2,5,0
7,3,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,3,4,0
7,3,차대사람,보도통행중,보도통행중,1,0,0,1,0
7,3,차대사람,기타,기타,49,2,13,32,5
7,3,차대차,정면충돌,정면충돌,31,0,8,65,1
7,3,차대차,측면충돌,측면충돌,220,4,43,287,21
7,3,차대차,후진중충돌,후진중충돌,12,0,1,16,1
7,3,차대차,추돌,추돌,97,1,12,168,7
7,3,차대차,기타,기타,163,0,28,207,18
7,3,차량단독,전도,전도,1,0,0,0,1
7,3,차량단독,공작물충돌,공작물충돌,13,2,7,8,2
7,3,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
7,3,차량단독,기타,기타,8,2,4,6,1
7,4,차대사람,횡단중,횡단중,21,1,10,11,0
7,4,차대사람,차도통행중,차도통행중,5,0,1,4,0
7,4,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,1,3,0
7,4,차대사람,보도통행중,보도통행중,1,0,0,0,1
7,4,차대사람,기타,기타,30,2,9,21,0
7,4,차대차,정면충돌,정면충돌,21,0,15,29,3
7,4,차대차,측면충돌,측면충돌,160,1,57,201,10
7,4,차대차,후진중충돌,후진중충돌,5,0,0,5,0
7,4,차대차,추돌,추돌,69,0,16,93,9
7,4,차대차,기타,기타,101,0,24,114,8
7,4,차량단독,전도,전도,3,1,1,0,1
7,4,차량단독,공작물충돌,공작물충돌,14,1,6,15,2
7,4,차량단독,도로이탈,도로이탈 기타,1,0,0,1,0
7,4,차량단독,기타,기타,13,0,3,8,2
7,5,차대사람,횡단중,횡단중,43,0,19,26,2
7,5,차대사람,차도통행중,차도통행중,11,0,3,7,1
7,5,차대사람,길가장자리구역통행중,길가장자리구역통행중,5,0,3,2,1
7,5,차대사람,보도통행중,보도통행중,5,0,1,5,0
7,5,차대사람,기타,기타,50,1,21,26,3
7,5,차대차,정면충돌,정면충돌,26,0,19,31,2
7,5,차대차,측면충돌,측면충돌,196,0,54,206,11
7,5,차대차,후진중충돌,후진중충돌,19,0,2,21,2
7,5,차대차,추돌,추돌,84,0,19,103,5
7,5,차대차,기타,기타,114,0,26,109,10
7,5,차량단독,전도,전도,2,0,2,1,0
7,5,차량단독,전복,전복,1,0,1,0,0
7,5,차량단독,공작물충돌,공작물충돌,10,1,8,3,3
7,5,차량단독,도로이탈,도로이탈 추락,2,0,1,2,0
7,5,차량단독,기타,기타,13,0,5,6,3
7,6,차대사람,횡단중,횡단중,34,2,18,12,3
7,6,차대사람,차도통행중,차도통행중,8,0,2,4,2
7,6,차대사람,길가장자리구역통행중,길가장자리구역통행중,1,0,0,1,0
7,6,차대사람,보도통행중,보도통행중,10,0,5,7,1
7,6,차대사람,기타,기타,46,3,17,23,4
7,6,차대차,정면충돌,정면충돌,22,0,10,34,0
7,6,차대차,측면충돌,측면충돌,200,0,41,251,19
7,6,차대차,후진중충돌,후진중충돌,7,0,0,10,0
7,6,차대차,추돌,추돌,109,0,21,160,7
7,6,차대차,기타,기타,118,0,24,130,7
7,6,차량단독,전도,전도,2,0,1,1,0
7,6,차량단독,공작물충돌,공작물충돌,13,0,4,7,4
7,6,차량단독,도로이탈,도로이탈 추락,1,0,2,0,0
7,6,차량단독,도로이탈,도로이탈 기타,1,0,1,0,1
7,6,차량단독,기타,기타,12,3,2,7,2
7,7,차대사람,횡단중,횡단중,28,0,14,17,0
7,7,차대사람,차도통행중,차도통행중,8,1,5,3,0
7,7,차대사람,길가장자리구역통행중,길가장자리구역통행중,8,1,1,5,2
7,7,차대사람,보도통행중,보도통행중,10,0,1,7,2
7,7,차대사람,기타,기타,58,2,16,34,8
7,7,차대차,정면충돌,정면충돌,27,0,9,29,5
7,7,차대차,측면충돌,측면충돌,212,2,40,244,16
7,7,차대차,후진중충돌,후진중충돌,15,0,0,18,1
7,7,차대차,추돌,추돌,97,2,20,138,5
7,7,차대차,기타,기타,144,0,21,192,8
7,7,차량단독,공작물충돌,공작물충돌,15,0,8,11,7
7,7,차량단독,기타,기타,7,1,1,4,1
7,8,차대사람,횡단중,횡단중,39,1,21,19,0
7,8,차대사람,차도통행중,차도통행중,9,1,4,5,0
7,8,차대사람,길가장자리구역통행중,길가장자리구역통행중,8,0,0,7,1
7,8,차대사람,보도통행중,보도통행중,3,0,1,2,0
7,8,차대사람,기타,기타,48,2,11,35,1
7,8,차대차,정면충돌,정면충돌,16,1,7,14,1
7,8,차대차,측면충돌,측면충돌,211,0,53,240,18
7,8,차대차,후진중충돌,후진중충돌,10,0,1,10,0
7,8,차대차,추돌,추돌,89,1,21,111,7
7,8,차대차,기타,기타,107,0,24,117,10
7,8,차량단독,전도,전도,4,1,0,6,2
7,8,차량단독,전복,전복,1,0,1,0,0
7,8,차량단독,공작물충돌,공작물충돌,10,0,3,6,1
7,8,차량단독,도로이탈,도로이탈 추락,1,0,0,1,0
7,8,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
7,8,차량단독,기타,기타,10,1,2,7,0
7,9,차대사람,횡단중,횡단중,43,0,18,27,1
7,9,차대사람,차도통행중,차도통행중,7,0,3,4,0
7,9,차대사람,길가장자리구역통행중,길가장자리구역통행중,6,0,1,4,1
7,9,차대사람,보도통행중,보도통행중,9,0,1,8,0
7,9,차대사람,기타,기타,45,1,14,29,2
7,9,차대차,정면충돌,정면충돌,26,0,9,27,7
7,9,차대차,측면충돌,측면충돌,224,4,61,248,20
7,9,차대차,후진중충돌,후진중충돌,9,0,0,9,1
7,9,차대차,추돌,추돌,96,0,22,132,6
7,9,차대차,기타,기타,139,1,29,161,6
7,9,차량단독,전도,전도,3,1,20,11,1
7,9,차량단독,공작물충돌,공작물충돌,8,0,1,6,4
7,9,차량단독,도로이탈,도로이탈 추락,1,0,1,0,0
7,9,차량단독,기타,기타,8,1,2,3,2
7,10,차대사람,횡단중,횡단중,28,2,12,13,2
7,10,차대사람,차도통행중,차도통행중,14,0,2,11,2
7,10,차대사람,길가장자리구역통행중,길가장자리구역통행중,4,0,0,3,1
7,10,차대사람,보도통행중,보도통행중,3,0,2,1,0
7,10,차대사람,기타,기타,38,1,12,25,4
7,10,차대차,정면충돌,정면충돌,20,0,16,15,2
7,10,차대차,측면충돌,측면충돌,231,3,75,280,10
7,10,차대차,후진중충돌,후진중충돌,11,0,0,12,1
7,10,차대차,추돌,추돌,104,0,28,160,10
7,10,차대차,기타,기타,127,0,28,157,13
7,10,차량단독,전도,전도,3,1,0,2,0
7,10,차량단독,전복,전복,1,0,1,1,0
7,10,차량단독,공작물충돌,공작물충돌,9,2,3,5,0
7,10,차량단독,주/정차차량 충돌,주/정차차량 충돌,1,0,0,0,1
7,10,차량단독,기타,기타,9,2,3,5,0
7,11,차대사람,횡단중,횡단중,16,0,3,14,1
7,11,차대사람,차도통행중,차도통행중,9,0,2,5,2
7,11,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,0,4,0
7,11,차대사람,보도통행중,보도통행중,4,0,1,3,0
7,11,차대사람,기타,기타,35,0,13,22,4
7,11,차대차,정면충돌,정면충돌,14,0,10,14,2
7,11,차대차,측면충돌,측면충돌,143,1,30,170,8
7,11,차대차,후진중충돌,후진중충돌,10,0,0,10,1
7,11,차대차,추돌,추돌,57,0,13,90,1
7,11,차대차,기타,기타,88,2,35,103,10
7,11,차량단독,전도,전도,3,1,2,0,0
7,11,차량단독,전복,전복,1,0,0,1,0
7,11,차량단독,공작물충돌,공작물충돌,9,1,5,5,2
7,11,차량단독,도로이탈,도로이탈 추락,2,0,3,5,0
7,11,차량단독,기타,기타,8,0,2,5,3
7,12,차대사람,횡단중,횡단중,37,0,18,21,1
7,12,차대사람,차도통행중,차도통행중,9,0,6,3,0
7,12,차대사람,길가장자리구역통행중,길가장자리구역통행중,7,0,3,4,0
7,12,차대사람,보도통행중,보도통행중,9,0,2,6,2
7,12,차대사람,기타,기타,41,0,19,20,3
7,12,차대차,정면충돌,정면충돌,18,0,7,23,1
7,12,차대차,측면충돌,측면충돌,204,0,47,237,20
7,12,차대차,후진중충돌,후진중충돌,9,0,0,12,0
7,12,차대차,추돌,추돌,81,0,21,125,6
7,12,차대차,기타,기타,131,0,40,127,11
7,12,차량단독,전도,전도,6,1,2,2,1
7,12,차량단독,공작물충돌,공작물충돌,8,0,3,6,0
7,12,차량단독,기타,기타,4,0,1,3,0
7,13,차대사람,횡단중,횡단중,37,0,20,16,1
7,13,차대사람,차도통행중,차도통행중,7,0,2,4,2
7,13,차대사람,길가장자리구역통행중,길가장자리구역통행중,3,0,0,3,0
7,13,차대사람,보도통행중,보도통행중,8,0,4,3,1
7,13,차대사람,기타,기타,35,2,12,21,0
7,13,차대차,정면충돌,정면충돌,32,0,22,32,2
7,13,차대차,측면충돌,측면충돌,222,4,51,268,23
7,13,차대차,후진중충돌,후진중충돌,11,0,1,11,3
7,13,차대차,추돌,추돌,85,2,15,114,4
7,13,차대차,기타,기타,151,2,39,163,6
7,13,차량단독,전도,전도,5,0,2,2,1
7,13,차량단독,공작물충돌,공작물충돌,7,1,5,1,1
7,13,차량단독,도로이탈,도로이탈 추락,3,0,0,4,0
7,13,차량단독,도로이탈,도로이탈 기타,1,0,1,0,0
7,13,차량단독,기타,기타,10,1,5,2,2
7,14,차대사람,횡단중,횡단중,37,2,18,18,2
7,14,차대사람,차도통행중,차도통행중,8,1,5,3,0
7,14,차대사람,길가장자리구역통행중,길가장자리구역통행중,10,0,4,6,0
7,14,차대사람,보도통행중,보도통행중,6,0,2,5,0
7,14,차대사람,기타,기타,47,2,14,29,5
7,14,차대차,정면충돌,정면충돌,16,0,6,18,2
7,14,차대차,측면충돌,측면충돌,237,1,53,276,12
7,14,차대차,후진중충돌,후진중충돌,7,0,1,7,0
7,14,차대차,추돌,추돌,96,3,24,143,5
7,14,차대차,기타,기타,117,0,29,132,16
7,14,차량단독,전도,전도,1,0,0,1,0
